Timestamp;What is your position on systemd?;Have you tried systemd?;Do you feel that systemd is breaking the UNIX philosophy?;Do you feel that systemd is bloated?;Do you feel that systemd is modular?;Do you feel that systemd is monolithic?;Do you feel that systemd is eating up other project?;What do you think about http://0pointer.de/blog/projects/why.html?;Have you been frustrated by bugs in systemd?;Do you feel obligated to use systemd?;Are you afraid systemd will destroy the GNU/Linux ecosystem?;Is systemd stopping you from using some other software?;Are you vocal about systemd?;What is your position on Red Hat?;What is your position on Avahi?;What is your position on PulseAudio?;What is your position on D-Bus?;What is your position on kdbus?;What is your position on Docker?;Do you use containerisation?;Do you use socket activation;Do you use D-Bus activation;Do you use cron?;Do you use at?;Do you encrypt your /?;Do you encrypt any other partition, besides swap?;Do you use swap?;Do you use a graphical boot?;What do you call GNU/Linux?;What is your position on smartphones?;Do you use an FSF endorsed distro?;What is your position on free software versus open source?;Are you a distro developer?;Are you a web developer?;Are you a non-web developer?;Are you a system administrator?;Are you a gamer?;Do you like the Web?;Do you like Gopher?;Do you like new and shiny?;Are you a fan of suckless.org software?;Are you a GNU Hurd fan?;What is the most important about a distro, besides freedom?;What is the second most important about a distro, besides freedom?;What is the least important about a distro, besides freedom?;Do you prefer word processors over text editors?;Do you prefer LaTeX or LibreOffice?;What text editor do you use?;Do you use an integrated development environment?;What type of window manager do you prefer?;What display server do you want to be the future?;Which operating systems do you use?;Which is your perfered operating system?;Which operating systems have you used, including currently used?;How often do you use GNU/Linux at home?;What type of distro do you perfer?;What command line shell do you use?;What is your terminal usage?;Do you use the TTY?;Do you use a login manager?;What kind of computers are you using?;When did you start using GNU, or Linux?;How old are you?;What is the highest education level you have completed?;Was you highest education level degree in computer science?;What education level are you currently engaged in?;Are you currently engaged in getting a degree in computer science?;What gender do you identify as?;Do you watch the Linux Action Show?;Do you watch Linux Unplugged?;Do you watch BSD Now?
11/21/2014 8:28:32;Against;Yes;A bit;No;Don't know;Don't know;Yes;Helpful;Yes;Yes;Yes;No;No;Irrelevant, systemd is not a Red Hat project;Against;Neither;In favour;Neither;What is that?;What is that?;What is that?;What is that?;Yes;What is that?;No;Yes;Yes;Yes;Linux;In favour;Yes, but not exclusively;I'm for open source;No;Yes, full-stack;No;Yes;Yes;Yes;What is that?;Neither;Some of it;No;Stability;Security;Shiny;No;LibreOffice, or similar;Other;No;Tiling, or dynamic;X;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS, Other;100 %;Beginner's;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;1996–1999;30–39;High school;No;None;No;Male;No;No;No
11/21/2014 8:28:48;In favour;Yes;A bit;Yes;No;Yes;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Neutral;What is that?;Neither;Neither;What is that?;In favour;No;No;No;Yes;Yes;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;Neither;No;No;Yes, full-stack;Yes;No;Yes;What is that?;Yes;Some of it;No;Other;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Ultrabook, Netbook, Tablet;2004–2007;26–29;4 years university or university college, or longer;Yes;None;No;Male;Sometimes;No;No
11/21/2014 8:30:17;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Legit;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;In favour;Neither;In favour;In favour;Yes;No;Yes;No;No;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;In favour;Yes, but not exclusively;I'm for free software;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;No;Neither;What is that?;No;Security;Flexibility;Small;No;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;*BSD, *Solaris, UNIX, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Tablet, PDA;1992–1995;26–29;4 years university or university college, or longer;Yes;None;No;Male;Sometimes;Sometimes;Sometimes
11/21/2014 8:32:18;Against;Yes;Yes;Yes;No;Yes;Yes;FUD;Yes;Yes;Yes;Yes;No;I hate them;Against;Against;Against;Against;In favour;No;No;No;Yes;Yes;Yes;No;Yes, encrypted;No;Linux;Against mobile phones in general;No, or yes but not because it is free;I'm for free software;Yes;Yes, full-stack;Yes, full-stack;Yes;No;Yes;Yes;Yes;Yes;No;Security;Flexibility;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Other;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;100 %;Advanced;Other;I live in the terminal;Yes;No;Server, Desktop, Netbook;2004–2007;30–39;Postgraduate;No;None;No;Male;No;No;No
11/21/2014 8:33:07;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;Neither;In favour;In favour;In favour;In favour;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;GNU/Linux;Against;No, or yes but not because it is free;I'm for open source;Yes;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;Yes;Yes;No;Yes;What is that?;No;Stability;Security;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;80–100 %;Advanced;bash;I live in the TTY;Yes;Yes;Server, Desktop, Tablet;2000–2003;26–29;4 years university or university college, or longer;Yes;Postgraduate;No;Male;No;No;No
11/21/2014 8:33:17;Neither;No;Yes;No;Yes;Yes;Yes;Helpful;No;Yes;Yes;No;No;Neutral;Neither;In favour;In favour;Neither;What is that?;What is that?;What is that?;Yes;Yes;What is that?;No;No;Yes;No;GNU/Linux;Against;Yes, but not exclusively;I'm for free software;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Neither;What is that?;Neither;Some of it;No;Privacy;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, UNIX, Other UNIX-like;GNU/Linux;GNU/Linux, UNIX, Windows or ReactOS, Other UNIX-like;60–80 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Ultrabook;2008–2011;26–29;Postgraduate;Yes;None;No;Male;No;No;No
11/21/2014 8:35:31;In favour;Yes;Don't know;No;Yes;No;No;Helpful;No;No;No;No;Yes;Irrelevant, systemd is not a Red Hat project;In favour;In favour;In favour;In favour;In favour;Yes;Yes;Yes;Yes;No;No;No;No;Yes;GNU/Linux;In favour;No, or yes but not because it is free;Neither;Yes;No;No;Yes;No;No;No;Neither;Some of it;No;Security;Performance;Small;No;LaTeX, or similar;Emacs-family;No;Tiling, or dynamic;Wayland;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop;2004–2007;30–39;3 years university or university college, or shorter;No;None;No;Male;No;No;No
11/21/2014 8:35:31;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;Yes;No;Yes;No;Yes;Yes;Yes, encrypted;Yes;GNU/Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;Yes;Yes;What is that?;Yes;Flexibility;Performance;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux, OS X;GNU/Linux;GNU/Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like;100 %;Advanced;zsh;I live in the terminal;Yes;Depends on which computer a use;Server, Desktop, Laptop, Ultrabook;1996–1999;30–39;Postgraduate;Yes;None;No;Male;No;No;
11/21/2014 8:35:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/21/2014 8:35:53;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;Yes;Yes;Yes;Neutral;Neither;Against;Against;Against;Neither;;Yes;No;Yes;Yes;Yes;Yes;Yes, encrypted;No;Linux;In favour;Yes, but not exclusively;I'm for free software;No;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;Yes;Yes;Yes;Neither;Some of it;Yes;Flexibility;Security;Shiny;Yes;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux, *BSD, Other;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, Plan 9 from Bell Labs, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;Yes;No;Server, Desktop, Portable, Laptop, Ultrabook, Tablet, PDA;2004–2007;30–39;College;Yes;None;No;Male;No;No;No
11/21/2014 8:36:09;In favour;Yes;No;No;Yes;No;No;I have no opinion;No;No;No;No;No;I love them;Neither;Neither;In favour;In favour;In favour;No;What is that?;What is that?;Yes;No;No;No;Yes;Yes;By the name of the distribution I use;Against mobile phones in general;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;No;No;No;Yes;No;No;Bleeding edge;Stability;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Netbook, Tablet;1996–1999;30–39;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 8:37:12;In favour;Yes;Don't know;No;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;I love them;Against;In favour;In favour;In favour;Neither;Yes;Yes;Yes;No;No;No;No;No;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;No;A little;Yes;What is that?;Neither;No;No;Flexibility;Bleeding edge;Shiny;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;Yes;Desktop, Laptop;2008–2011;14–17;Primary school;I have not graduated high school;High school;I have not started or graduated from high school;Male;No;No;No
11/21/2014 8:42:57;Against;Yes;Yes;Yes;;No;No;Biased;Yes;Yes;No;Yes, but only by its adoption by that software;Yes;I hate them;Against;Against;Neither;Against;Against;Yes;Yes;Yes;Yes;What is that?;No;No;Yes;No;By the name of the distribution I use;In favour;Yes, but not exclusively;I'm for open source;Yes;Yes, back-end (exclusively or preferably);Yes, back-end (exclusively or preferably);Yes;A little;Yes;Yes;No;Some of it;Yes;Stability;Flexibility;Shiny;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;X;GNU/Linux, *BSD, *Solaris, UNIX, Windows or ReactOS;*BSD;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;40–60 %;Advanced;Other;I live in the TTY;Yes;Depends on which computer a use;Server, Desktop, Laptop, Other;1996–1999;30–39;4 years university or university college, or longer;No;None;No;Male;No;No;No
11/21/2014 8:43:45;In favour;Yes;A bit;No;Yes;Don't know;No;Helpful;No;No;No;No;No;Neutral;What is that?;In favour;Neither;Neither;Neither;No;Yes;No;No;What is that?;No;No;Yes;Yes;Linux;Neither;Yes, but not exclusively;Neither;No;No;Yes, full-stack;No;Yes;Neither;What is that?;Neither;What is that?;No;Flexibility;Bleeding edge;Shiny;No;LaTeX, or similar;Other;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Windows or ReactOS;80–100 %;Advanced;bash;Occasional;Yes;Yes;Desktop, Laptop;2004–2007;26–29;4 years university or university college, or longer;No;4 years university or university college, or longer;No;Male;Sometimes;No;No
11/21/2014 8:44:30;In favour;Yes;No;No;Yes;No;No;Helpful;No;No;No;No;No;Neutral;In favour;Neither;In favour;In favour;In favour;No;Yes;Yes;No;What is that?;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for free software;Yes;No;No;No;Yes;Yes;What is that?;Yes;No, it is stupid;No;Flexibility;Stability;Small;No;LaTeX, or similar;Other;Yes;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS, Other;20–40 %;Advanced;bash;Drop-down terminal;Yes;Yes;Server, Desktop, Laptop;2012–2013;26–29;College;Yes;4 years university or university college, or longer;No;Male;Sometimes;Sometimes;No
11/21/2014 8:45:18;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;Yes;No;Yes;I hate them;Against;Against;Neither;Against;In favour;No;No;No;Yes;No;Yes;Yes;Yes, encrypted;No;By the name of the distribution I use;Neither;No, or yes but not because it is free;Neither;Yes;No;Yes, full-stack;Yes;A little;No;Yes;Neither;Yes;No;Flexibility;Security;Shiny;No;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;X;GNU/Linux, *BSD;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS;80–100 %;Advanced;zsh;I live in the terminal;Yes;No;Server, Desktop, Laptop, Ultrabook, Tablet;1996–1999;30–39;Postgraduate;Yes;Postgraduate;No;Male;No;No;No
11/21/2014 8:46:37;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Legit;No;No;No;No;Yes;Neutral;Neither;In favour;In favour;In favour;Neither;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;A little;Yes;Neither;Yes;Yes;Yes;Security;Bleeding edge;Flexibility;Yes;LaTeX, or similar;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, *BSD, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet;1996–1999;30–39;4 years university or university college, or longer;Yes;Postgraduate;Yes;Male;No;No;No
11/21/2014 8:49:21;Neither;Yes;A bit;Yes;Don't know;Yes;Yes;Biased;No;Yes;Yes;Yes;No;Neutral;Against;Neither;Against;Neither;Against;No;No;No;Yes;No;Yes;Yes;No;No;GNU/Linux;In favour;Yes, but not exclusively;I'm for free software;No;Yes, full-stack;Yes, full-stack;Yes;Yes;No;No;Yes;What is that?;No;Stability;Security;Shiny;No;LaTeX, or similar;Vi-family;No;Stacking;Other;GNU/Linux, Windows or ReactOS, Other UNIX-like;GNU/Linux;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, UNIX, OS X, Windows or ReactOS, Other UNIX-like, Other;80–100 %;Advanced;bash;I live in the terminal;Yes;What is that?;Server, Desktop, Portable, Other;1992–1995;30–39;Postgraduate;Yes;None;No;Male;No;No;No
11/21/2014 8:51:47;Against;Yes;A bit;Yes;Yes;Yes;Yes;FUD;No;Yes;Yes;No;Yes;Neutral;Neither;Against;In favour;Against;In favour;Yes;Yes;Yes;Yes;No;No;No;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;What is the difference?;No;No;Yes, full-stack;No;A little;No;What is that?;Neither;What is that?;No;Security;Performance;Shiny;Yes;LibreOffice, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;100 %;Advanced;fish;I live in the terminal;Yes;Yes;Laptop;2012–2013;14–17;Primary school;I have not graduated high school;High school;Yes;Male;Sometimes;No;No
11/21/2014 8:52:14;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;Neither;In favour;In favour;In favour;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;Yes, full-stack;Yes, full-stack;Yes;Yes;Yes;No;;What is that?;No;Flexibility;Stability;Shiny;No;LaTeX, or similar;Other;Yes;Stacking;Wayland;GNU/Linux, UNIX, Windows or ReactOS, Other UNIX-like;GNU/Linux;GNU/Linux, UNIX, OS X, Other UNIX-like, Other;60–80 %;Advanced;zsh;Drop-down terminal;Yes;Depends on which computer a use;Server, Desktop, Portable, Laptop, Tablet, Other;1996–1999;26–29;Postgraduate;Yes;None;No;Male;Sometimes;Sometimes;Sometimes
11/21/2014 8:53:47;In favour;Yes;Don't know;Don't know;Yes;No;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;Neither;Neither;Neither;In favour;Neither;No;No;No;Yes;No;No;Yes;Yes;No;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;No;A little;Yes;What is that?;Yes;Yes;No;Stability;Security;Shiny;No;LaTeX, or similar;Other;Yes;What does all of this mean?;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS, Other UNIX-like, Other;100 %;Beginner's;bash;Drop-down terminal;No;Yes;Server, Laptop;2008–2011;22–25;4 years university or university college, or longer;Yes;None;No;Male;No;No;No
11/21/2014 8:55:55;In favour;Yes;A bit;No;No;Yes;Yes, but I do not mind that;Helpful;No;No;No;No;No;I love them;Neither;Neither;In favour;In favour;In favour;No;What is that?;What is that?;Yes;What is that?;No;Yes;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;No;No;Yes;Yes;What is that?;Yes;Some of it;Yes;Performance;Flexibility;Privacy;Yes;LibreOffice, or similar;Other;I'm not a developer;Stacking;Wayland;GNU/Linux, *BSD, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;80–100 %;Advanced;fish;Drop-down terminal;Yes;Yes;Desktop, Laptop, Tablet;2012–2013;14–17;High school;No;College;No;Male;No;No;Sometimes
11/21/2014 8:59:09;Neither;;A bit;Yes;No;No;Yes;I have no opinion;No;No;No;;No;Neither;What is that?;Against;Neither;Neither;Neither;What is that?;What is that?;What is that?;Yes;Yes;No;No;Yes;Yes;By the name of the distribution I use;Neither;No, or yes but not because it is free;I'm for open source;No;No;No;No;A little;Yes;No;Neither;What is that?;No;Stability;Security;Shiny;Yes;LibreOffice, or similar;Other;I'm not a developer;Stacking;Wayland;GNU/Linux, *BSD, OS X, Windows or ReactOS;Windows or ReactOS;GNU/Linux, GNU but with another kernel than Linux, *BSD, *Solaris, OS X, Windows or ReactOS;20–40 %;;bash;Occasional;What is that?;What is that?;Desktop, Laptop;1996–1999;30–39;4 years university or university college, or longer;Yes;None;No;Neither;No;No;No
11/21/2014 8:59:54;Against;Yes;Yes;Yes;No;Yes;Yes;Biased;Yes;No;Yes;Yes, but only by its adoption by that software;No;Neutral;Neither;Against;Neither;Neither;Neither;Yes;No;Yes;Yes;No;Yes;No;No;No;Linux;Neither;Yes;I'm for open source;No;No;No;Yes;Yes;Yes;Neither;Neither;Some of it;No;Flexibility;Performance;Shiny;No;LaTeX, or similar;Emacs-family;Yes;Tiling, or dynamic;Neither;GNU/Linux;GNU/Linux;*BSD, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;No;No;Server, Desktop, Laptop, Other;2000–2003;26–29;Postgraduate;Yes;Postgraduate;Yes;Male;No;No;No
11/21/2014 9:00:10;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;I love them;Neither;In favour;In favour;In favour;Neither;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for open source;Yes;Yes, back-end (exclusively or preferably);Yes, full-stack;Yes;Yes;Yes;Neither;Yes;No, it is stupid;No;Stability;Performance;Small;No;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, *BSD, OS X, Windows or ReactOS;100 %;Advanced;bash;Drop-down terminal;Yes;Yes;Server, Desktop, Portable, Laptop, Ultrabook, Netbook;2008–2011;18–21;College;Yes;4 years university or university college, or longer;Yes;Male;Sometimes;Sometimes;Sometimes
11/21/2014 9:00:16;In favour;Yes;No;No;Yes;No;No;Helpful;No;No;No;No;No;I love them;In favour;In favour;In favour;In favour;In favour;Yes;;;No;No;Yes;Yes;No;Yes;Linux;Against;No, or yes but not because it is free;I'm for free software;No;No;No;Yes;A little;Yes;No;Yes;No;No;Bleeding edge;Security;Small;No;LibreOffice, or similar;Other;I'm not a developer;Stacking;Wayland;GNU/Linux, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, Plan 9 from Bell Labs, *Solaris, UNIX, OS X, Windows or ReactOS, Haiku or BeOS, Other UNIX-like, Other;100 %;Advanced;bash;Occasional;Yes;Yes;Server, Desktop, Laptop, Tablet;2004–2007;30–39;4 years university or university college, or longer;Yes;None;No;Male;Yes;Sometimes;No
11/21/2014 9:01:08;Neither;Yes;No;No;Don't know;Don't know;Don't know;I have no opinion;No;Yes;No;No;No;Irrelevant, systemd is not a Red Hat project;In favour;Neither;Neither;Neither;Neither;No;No;No;Yes;No;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;Neither;No;Yes, full-stack;No;Yes;Yes;Yes;No;Yes;What is that?;What is that?;Performance;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;No;Tiling, or dynamic;X;GNU/Linux, *Solaris, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;100 %;Advanced;bash;I live in the terminal;Yes;Yes;Server, Desktop, Laptop, Tablet;2008–2011;22–25;3 years university or university college, or shorter;Yes;None;No;Male;No;No;No
11/21/2014 9:05:46;In favour;Yes;Don't know;No;Yes;No;No;Legit;No;No;No;No;No;Neutral;What is that?;In favour;In favour;In favour;In favour;No;No;No;Yes;Yes;No;No;No;No;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;No;No;What is that?;Yes;Some of it;Yes;Bleeding edge;Flexibility;Other;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;No;Yes;Server, Laptop, Ultrabook;2008–2011;22–25;4 years university or university college, or longer;Yes;4 years university or university college, or longer;Yes;Male;No;No;No
11/21/2014 9:07:49;Neither;No;No;Yes;Yes;Yes;No;I have no opinion;No;No;No;No;No;Neutral;Neither;Neither;Neither;Neither;In favour;Yes;No;No;Yes;What is that?;No;No;Yes;Yes;GNU/Linux;In favour;Yes, but not exclusively;I'm for open source;No;No;No;Yes;Yes;Yes;No;Yes;No;No;Flexibility;Stability;Small;Yes;LibreOffice, or similar;Other;I'm not a developer;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, UNIX, OS X, Windows or ReactOS, Haiku or BeOS;100 %;Advanced;bash;Drop-down terminal;No;Depends on which computer a use;Server, Desktop, Laptop, Netbook, Tablet;2000–2003;40–49;College;No;None;No;Male;Sometimes;No;No
11/21/2014 9:10:03;In favour;Yes;Don't know;No;Yes;Yes;Yes, but I do not mind that;Helpful;No;No;No;No;No;I love them;Neither;In favour;In favour;Neither;In favour;Yes;No;No;Yes;What is that?;No;No;Yes;Yes;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, full-stack;Yes;Yes;Yes;No;Yes;What is that?;No;Flexibility;Performance;Small;No;LibreOffice, or similar;Other;No;Stacking;Wayland;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS;GNU/Linux;GNU/Linux, *BSD, *Solaris, OS X, Windows or ReactOS, Haiku or BeOS;40–60 %;Advanced;bash;I live in the terminal;No;Depends on which computer a use;Server, Desktop, Laptop, PDA;2000–2003;26–29;College;No;Postgraduate;Yes;Male;No;No;Sometimes
11/21/2014 9:11:16;In favour;Yes;No;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;No;Neutral;Neither;In favour;In favour;In favour;In favour;No;Yes;No;Yes;What is that?;No;No;No;Yes;By the name of the distribution I use;In favour;No, or yes but not because it is free;I'm for free software;No;No;Yes, full-stack;Yes;No;Yes;Neither;Yes;What is that?;No;Stability;Flexibility;Small;No;LaTeX, or similar;Vi-family;No;Tiling, or dynamic;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;100 %;Advanced;zsh;I live in the terminal;No;Yes;Server, Desktop, Ultrabook;2000–2003;26–29;4 years university or university college, or longer;No;None;No;Male;No;No;No
11/21/2014 9:16:45;In favour;Yes;Don't know;Don't know;Don't know;Yes;No;I have no opinion;No;Yes;No;No;No;Neutral;Neither;In favour;Neither;In favour;In favour;No;No;Yes;Yes;No;No;No;Yes;No;Linux;In favour;No, or yes but not because it is free;I'm for open source;No;No;Yes, full-stack;Yes;A little;Yes;Neither;Yes;Some of it;No;Bleeding edge;Small;Security;No;What is LaTeX?;Vi-family;Yes;Tiling, or dynamic;Wayland;GNU/Linux, OS X, Windows or ReactOS;OS X;GNU/Linux, *BSD, Plan 9 from Bell Labs, OS X, Windows or ReactOS;60–80 %;Advanced;zsh;I live in the terminal;Yes;Yes;Server, Desktop, Ultrabook;2008–2011;18–21;High school;No;4 years university or university college, or longer;Yes;Male;No;No;No
11/21/2014 9:17:26;In favour;Yes;No;No;Yes;Yes;Yes, but I do not mind that;I have no opinion;No;No;No;No;No;Irrelevant, systemd is not a Red Hat project;What is that?;In favour;In favour;In favour;In favour;No;No;Yes;No;What is that?;No;No;No;No;Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;No;Yes;Yes;What is that?;Yes;No, it is stupid;No;Performance;Stability;Bleeding edge;Yes;LaTeX, or similar;Vi-family;Yes;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, Windows or ReactOS;100 %;Advanced;zsh;Occasional;Yes;Yes;Server, Desktop, Laptop;2008–2011;18–21;College;Yes;College;Yes;Male;Sometimes;No;No
11/21/2014 9:17:59;In favour;Yes;A bit;No;Yes;No;Yes, but I do not mind that;Helpful;No;No;No;No;Yes;Neutral;Neither;In favour;In favour;In favour;In favour;No;Yes;Yes;No;No;No;No;No;Yes;GNU/Linux;In favour;No, or yes but not because it is free;I'm for free software;No;No;No;No;A little;Yes;What is that?;Yes;Some of it;No;Bleeding edge;Flexibility;Shiny;No;LibreOffice, or similar;Vi-family;No;Stacking;Wayland;GNU/Linux;GNU/Linux;GNU/Linux, OS X, Windows or ReactOS;100 %;Advanced;fish;Drop-down terminal;Yes;Yes;Server, Desktop;2008–2011;22–25;High school;No;4 years university or university college, or longer;No;Male;Sometimes;Sometimes;Sometimes
